Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Lagging_Current_Power_Factor,WeekStatus,Day_Of_Week,Load_Type,Hour,Month,DayOfMonth
2018-03-02 13:15:00,19.4,0.36,99.98,Weekday,Friday,Maximum_Load,13,3,2
2018-03-02 13:30:00,44.93,2.66,99.83,Weekday,Friday,Maximum_Load,13,3,2
2018-03-02 13:45:00,90.86,15.52,98.57,Weekday,Friday,Maximum_Load,13,3,2
2018-03-02 14:00:00,84.71,14.15,98.63,Weekday,Friday,Maximum_Load,14,3,2
2018-03-02 14:15:00,84.06,14.29,98.59,Weekday,Friday,Maximum_Load,14,3,2
2018-03-02 14:30:00,85.28,13.1,98.84,Weekday,Friday,Maximum_Load,14,3,2
2018-03-02 14:45:00,79.85,12.49,98.8,Weekday,Friday,Maximum_Load,14,3,2
2018-03-02 15:00:00,85.97,13.28,98.83,Weekday,Friday,Maximum_Load,15,3,2
2018-03-02 15:15:00,29.92,0.0,100.0,Weekday,Friday,Maximum_Load,15,3,2
2018-03-02 15:30:00,26.39,0.0,100.0,Weekday,Friday,Maximum_Load,15,3,2
2018-03-02 15:45:00,26.28,0.0,100.0,Weekday,Friday,Maximum_Load,15,3,2
2018-03-02 16:00:00,26.57,0.0,100.0,Weekday,Friday,Maximum_Load,16,3,2
2018-03-02 16:15:00,26.42,0.0,100.0,Weekday,Friday,Maximum_Load,16,3,2
2018-03-02 16:30:00,26.96,0.0,100.0,Weekday,Friday,Maximum_Load,16,3,2
2018-03-02 16:45:00,27.54,0.0,100.0,Weekday,Friday,Maximum_Load,16,3,2
2018-03-02 17:00:00,26.93,0.0,100.0,Weekday,Friday,Maximum_Load,17,3,2
2018-03-02 17:15:00,26.53,0.0,100.0,Weekday,Friday,Medium_Load,17,3,2
2018-03-02 17:30:00,26.93,0.0,100.0,Weekday,Friday,Medium_Load,17,3,2
2018-03-02 17:45:00,26.68,0.0,100.0,Weekday,Friday,Medium_Load,17,3,2
2018-03-02 18:00:00,26.6,0.0,100.0,Weekday,Friday,Medium_Load,18,3,2
2018-03-02 18:15:00,26.21,5.58,97.81,Weekday,Friday,Medium_Load,18,3,2
2018-03-02 18:30:00,27.76,6.37,97.47,Weekday,Friday,Medium_Load,18,3,2
2018-03-02 18:45:00,29.63,2.52,99.64,Weekday,Friday,Medium_Load,18,3,2
2018-03-02 19:00:00,29.81,0.29,100.0,Weekday,Friday,Medium_Load,19,3,2
2018-03-02 19:15:00,33.12,0.47,99.99,Weekday,Friday,Medium_Load,19,3,2
2018-03-02 19:30:00,37.62,1.15,99.95,Weekday,Friday,Medium_Load,19,3,2
2018-03-02 19:45:00,73.55,9.54,99.17,Weekday,Friday,Medium_Load,19,3,2
2018-03-02 20:00:00,61.45,6.55,99.44,Weekday,Friday,Medium_Load,20,3,2
2018-03-02 20:15:00,79.13,11.59,98.94,Weekday,Friday,Medium_Load,20,3,2
2018-03-02 20:30:00,62.71,5.72,99.59,Weekday,Friday,Medium_Load,20,3,2
2018-03-02 20:45:00,40.07,2.99,99.72,Weekday,Friday,Medium_Load,20,3,2
2018-03-02 21:00:00,35.24,2.02,99.84,Weekday,Friday,Medium_Load,21,3,2
2018-03-02 21:15:00,40.68,7.38,98.39,Weekday,Friday,Medium_Load,21,3,2
2018-03-02 21:30:00,37.19,3.96,99.44,Weekday,Friday,Medium_Load,21,3,2
2018-03-02 21:45:00,37.08,4.5,99.27,Weekday,Friday,Medium_Load,21,3,2
2018-03-02 22:00:00,18.58,0.0,100.0,Weekday,Friday,Medium_Load,22,3,2
2018-03-02 22:15:00,4.68,2.02,91.81,Weekday,Friday,Medium_Load,22,3,2
2018-03-02 22:30:00,4.18,5.44,60.93,Weekday,Friday,Medium_Load,22,3,2
2018-03-02 22:45:00,5.18,5.58,68.04,Weekday,Friday,Medium_Load,22,3,2
2018-03-02 23:00:00,5.22,5.51,68.77,Weekday,Friday,Medium_Load,23,3,2
2018-03-02 23:15:00,5.18,5.0,71.95,Weekday,Friday,Light_Load,23,3,2
2018-03-02 23:30:00,5.11,4.0,78.74,Weekday,Friday,Light_Load,23,3,2
2018-03-02 23:45:00,5.0,3.82,79.46,Weekday,Friday,Light_Load,23,3,2
2018-03-02 00:00:00,4.36,3.82,75.21,Weekday,Friday,Light_Load,0,3,2
2018-03-03 00:15:00,3.38,3.1,73.7,Weekend,Saturday,Light_Load,0,3,3
2018-03-03 00:30:00,3.35,2.99,74.61,Weekend,Saturday,Light_Load,0,3,3
2018-03-03 00:45:00,3.42,2.99,75.28,Weekend,Saturday,Light_Load,0,3,3
2018-03-03 01:00:00,3.35,3.06,73.83,Weekend,Saturday,Light_Load,1,3,3
2018-03-03 01:15:00,3.38,3.06,74.13,Weekend,Saturday,Light_Load,1,3,3
2018-03-03 01:30:00,3.38,3.2,72.62,Weekend,Saturday,Light_Load,1,3,3
2018-03-03 01:45:00,3.38,2.95,75.34,Weekend,Saturday,Light_Load,1,3,3
2018-03-03 02:00:00,3.38,3.02,74.57,Weekend,Saturday,Light_Load,2,3,3
2018-03-03 02:15:00,3.92,4.36,66.86,Weekend,Saturday,Light_Load,2,3,3
2018-03-03 02:30:00,3.74,4.07,67.66,Weekend,Saturday,Light_Load,2,3,3
2018-03-03 02:45:00,4.03,4.68,65.25,Weekend,Saturday,Light_Load,2,3,3
2018-03-03 03:00:00,3.71,3.67,71.09,Weekend,Saturday,Light_Load,3,3,3
2018-03-03 03:15:00,3.42,3.31,71.86,Weekend,Saturday,Light_Load,3,3,3
2018-03-03 03:30:00,3.38,3.28,71.76,Weekend,Saturday,Light_Load,3,3,3
2018-03-03 03:45:00,3.42,3.35,71.44,Weekend,Saturday,Light_Load,3,3,3
2018-03-03 04:00:00,3.38,3.1,73.7,Weekend,Saturday,Light_Load,4,3,3
2018-03-03 04:15:00,3.42,3.1,74.09,Weekend,Saturday,Light_Load,4,3,3
2018-03-03 04:30:00,3.42,3.24,72.6,Weekend,Saturday,Light_Load,4,3,3
2018-03-03 04:45:00,3.78,4.03,68.41,Weekend,Saturday,Light_Load,4,3,3
2018-03-03 05:00:00,3.89,4.5,65.4,Weekend,Saturday,Light_Load,5,3,3
2018-03-03 05:15:00,3.46,3.24,72.99,Weekend,Saturday,Light_Load,5,3,3
2018-03-03 05:30:00,3.85,3.92,70.07,Weekend,Saturday,Light_Load,5,3,3
2018-03-03 05:45:00,3.85,4.14,68.1,Weekend,Saturday,Light_Load,5,3,3
2018-03-03 06:00:00,3.42,3.1,74.09,Weekend,Saturday,Light_Load,6,3,3
2018-03-03 06:15:00,3.35,2.99,74.61,Weekend,Saturday,Light_Load,6,3,3
2018-03-03 06:30:00,3.46,3.24,72.99,Weekend,Saturday,Light_Load,6,3,3
2018-03-03 06:45:00,3.35,3.02,74.27,Weekend,Saturday,Light_Load,6,3,3
2018-03-03 07:00:00,3.31,3.13,72.66,Weekend,Saturday,Light_Load,7,3,3
2018-03-03 07:15:00,3.31,3.06,73.43,Weekend,Saturday,Light_Load,7,3,3
2018-03-03 07:30:00,3.85,4.07,68.72,Weekend,Saturday,Light_Load,7,3,3
2018-03-03 07:45:00,3.85,3.89,70.34,Weekend,Saturday,Light_Load,7,3,3
2018-03-03 08:00:00,3.38,2.88,76.12,Weekend,Saturday,Light_Load,8,3,3
2018-03-03 08:15:00,26.64,21.24,78.19,Weekend,Saturday,Light_Load,8,3,3
2018-03-03 08:30:00,38.16,33.7,74.96,Weekend,Saturday,Light_Load,8,3,3
2018-03-03 08:45:00,33.26,27.61,76.94,Weekend,Saturday,Light_Load,8,3,3
2018-03-03 09:00:00,38.63,10.26,96.65,Weekend,Saturday,Light_Load,9,3,3
2018-03-03 09:15:00,39.53,5.94,98.89,Weekend,Saturday,Medium_Load,9,3,3
2018-03-03 09:30:00,37.69,5.26,99.04,Weekend,Saturday,Medium_Load,9,3,3
2018-03-03 09:45:00,34.49,1.87,99.85,Weekend,Saturday,Medium_Load,9,3,3
2018-03-03 10:00:00,32.0,0.0,100.0,Weekend,Saturday,Medium_Load,10,3,3
2018-03-03 10:15:00,36.5,3.71,99.49,Weekend,Saturday,Maximum_Load,10,3,3
2018-03-03 10:30:00,33.05,0.0,100.0,Weekend,Saturday,Maximum_Load,10,3,3
2018-03-03 10:45:00,35.03,2.23,99.8,Weekend,Saturday,Maximum_Load,10,3,3
2018-03-03 11:00:00,32.36,0.32,100.0,Weekend,Saturday,Maximum_Load,11,3,3
2018-03-03 11:15:00,31.64,10.01,95.34,Weekend,Saturday,Maximum_Load,11,3,3
2018-03-03 11:30:00,35.96,17.96,89.46,Weekend,Saturday,Maximum_Load,11,3,3
2018-03-03 11:45:00,34.09,14.83,91.7,Weekend,Saturday,Maximum_Load,11,3,3
2018-03-03 12:00:00,38.74,19.66,89.17,Weekend,Saturday,Maximum_Load,12,3,3
2018-03-03 12:15:00,6.55,0.79,99.28,Weekend,Saturday,Medium_Load,12,3,3
2018-03-03 12:30:00,4.18,0.0,100.0,Weekend,Saturday,Medium_Load,12,3,3
2018-03-03 12:45:00,4.57,0.0,100.0,Weekend,Saturday,Medium_Load,12,3,3
2018-03-03 13:00:00,4.1,0.0,100.0,Weekend,Saturday,Medium_Load,13,3,3
2018-03-03 13:15:00,21.92,0.94,99.91,Weekend,Saturday,Maximum_Load,13,3,3
2018-03-03 13:30:00,39.28,6.77,98.55,Weekend,Saturday,Maximum_Load,13,3,3
2018-03-03 13:45:00,37.55,5.08,99.1,Weekend,Saturday,Maximum_Load,13,3,3
2018-03-03 14:00:00,44.96,9.86,97.68,Weekend,Saturday,Maximum_Load,14,3,3
2018-03-03 14:15:00,36.32,1.01,99.96,Weekend,Saturday,Maximum_Load,14,3,3
2018-03-03 14:30:00,65.41,6.44,99.52,Weekend,Saturday,Maximum_Load,14,3,3
2018-03-03 14:45:00,76.9,10.33,99.11,Weekend,Saturday,Maximum_Load,14,3,3
2018-03-03 15:00:00,79.16,11.3,99.0,Weekend,Saturday,Maximum_Load,15,3,3
2018-03-03 15:15:00,43.13,2.66,99.81,Weekend,Saturday,Maximum_Load,15,3,3
2018-03-03 15:30:00,67.82,7.74,99.36,Weekend,Saturday,Maximum_Load,15,3,3
2018-03-03 15:45:00,85.93,13.0,98.87,Weekend,Saturday,Maximum_Load,15,3,3
2018-03-03 16:00:00,43.99,2.02,99.89,Weekend,Saturday,Maximum_Load,16,3,3
2018-03-03 16:15:00,34.96,2.38,99.77,Weekend,Saturday,Maximum_Load,16,3,3
2018-03-03 16:30:00,30.78,0.79,99.97,Weekend,Saturday,Maximum_Load,16,3,3
2018-03-03 16:45:00,30.96,0.72,99.97,Weekend,Saturday,Maximum_Load,16,3,3
2018-03-03 17:00:00,18.76,0.18,100.0,Weekend,Saturday,Maximum_Load,17,3,3
2018-03-03 17:15:00,4.5,0.0,100.0,Weekend,Saturday,Medium_Load,17,3,3
2018-03-03 17:30:00,5.54,0.0,100.0,Weekend,Saturday,Medium_Load,17,3,3
2018-03-03 17:45:00,5.08,0.0,100.0,Weekend,Saturday,Medium_Load,17,3,3
2018-03-03 18:00:00,5.04,0.0,100.0,Weekend,Saturday,Medium_Load,18,3,3
2018-03-03 18:15:00,4.86,0.0,100.0,Weekend,Saturday,Medium_Load,18,3,3
2018-03-03 18:30:00,4.79,0.0,100.0,Weekend,Saturday,Medium_Load,18,3,3
2018-03-03 18:45:00,4.93,0.0,100.0,Weekend,Saturday,Medium_Load,18,3,3
2018-03-03 19:00:00,4.93,0.0,100.0,Weekend,Saturday,Medium_Load,19,3,3
2018-03-03 19:15:00,4.97,0.0,100.0,Weekend,Saturday,Medium_Load,19,3,3
2018-03-03 19:30:00,5.0,0.0,100.0,Weekend,Saturday,Medium_Load,19,3,3
2018-03-03 19:45:00,4.86,0.0,100.0,Weekend,Saturday,Medium_Load,19,3,3
2018-03-03 20:00:00,3.38,0.0,100.0,Weekend,Saturday,Medium_Load,20,3,3
2018-03-03 20:15:00,3.17,0.0,100.0,Weekend,Saturday,Medium_Load,20,3,3
2018-03-03 20:30:00,3.2,0.0,100.0,Weekend,Saturday,Medium_Load,20,3,3
2018-03-03 20:45:00,3.17,0.0,100.0,Weekend,Saturday,Medium_Load,20,3,3
2018-03-03 21:00:00,3.2,0.0,100.0,Weekend,Saturday,Medium_Load,21,3,3
2018-03-03 21:15:00,3.17,0.0,100.0,Weekend,Saturday,Medium_Load,21,3,3
2018-03-03 21:30:00,3.17,0.0,100.0,Weekend,Saturday,Medium_Load,21,3,3
2018-03-03 21:45:00,3.2,0.0,100.0,Weekend,Saturday,Medium_Load,21,3,3
2018-03-03 22:00:00,3.2,0.0,100.0,Weekend,Saturday,Medium_Load,22,3,3
2018-03-03 22:15:00,3.56,1.44,92.7,Weekend,Saturday,Medium_Load,22,3,3
2018-03-03 22:30:00,3.31,3.64,67.28,Weekend,Saturday,Medium_Load,22,3,3
2018-03-03 22:45:00,2.92,2.66,73.93,Weekend,Saturday,Medium_Load,22,3,3
2018-03-03 23:00:00,2.95,2.66,74.27,Weekend,Saturday,Medium_Load,23,3,3
2018-03-03 23:15:00,2.84,2.38,76.64,Weekend,Saturday,Light_Load,23,3,3
2018-03-03 23:30:00,3.38,3.96,64.92,Weekend,Saturday,Light_Load,23,3,3
2018-03-03 23:45:00,3.38,3.96,64.92,Weekend,Saturday,Light_Load,23,3,3
2018-03-03 00:00:00,2.99,3.31,67.03,Weekend,Saturday,Light_Load,0,3,3
2018-03-04 00:15:00,3.06,3.38,67.11,Weekend,Sunday,Light_Load,0,3,4
2018-03-04 00:30:00,2.99,3.53,64.63,Weekend,Sunday,Light_Load,0,3,4
2018-03-04 00:45:00,3.02,3.49,65.44,Weekend,Sunday,Light_Load,0,3,4
2018-03-04 01:00:00,3.31,4.18,62.08,Weekend,Sunday,Light_Load,1,3,4
2018-03-04 01:15:00,3.53,4.43,62.32,Weekend,Sunday,Light_Load,1,3,4
2018-03-04 01:30:00,3.1,3.67,64.53,Weekend,Sunday,Light_Load,1,3,4
2018-03-04 01:45:00,3.02,3.89,61.32,Weekend,Sunday,Light_Load,1,3,4
2018-03-04 02:00:00,3.06,3.78,62.92,Weekend,Sunday,Light_Load,2,3,4
2018-03-04 02:15:00,3.06,3.96,61.14,Weekend,Sunday,Light_Load,2,3,4
2018-03-04 02:30:00,3.06,3.89,61.83,Weekend,Sunday,Light_Load,2,3,4
2018-03-04 02:45:00,3.1,3.82,63.01,Weekend,Sunday,Light_Load,2,3,4
2018-03-04 03:00:00,3.42,4.86,57.55,Weekend,Sunday,Light_Load,3,3,4
2018-03-04 03:15:00,3.56,5.18,56.64,Weekend,Sunday,Light_Load,3,3,4
2018-03-04 03:30:00,3.06,3.92,61.53,Weekend,Sunday,Light_Load,3,3,4
2018-03-04 03:45:00,3.38,4.39,61.01,Weekend,Sunday,Light_Load,3,3,4
2018-03-04 04:00:00,3.64,4.72,61.07,Weekend,Sunday,Light_Load,4,3,4
2018-03-04 04:15:00,3.13,4.07,60.96,Weekend,Sunday,Light_Load,4,3,4
2018-03-04 04:30:00,3.06,4.03,60.47,Weekend,Sunday,Light_Load,4,3,4
2018-03-04 04:45:00,3.1,4.03,60.97,Weekend,Sunday,Light_Load,4,3,4
2018-03-04 05:00:00,3.06,4.0,60.76,Weekend,Sunday,Light_Load,5,3,4
2018-03-04 05:15:00,3.13,3.89,62.69,Weekend,Sunday,Light_Load,5,3,4
2018-03-04 05:30:00,3.06,3.89,61.83,Weekend,Sunday,Light_Load,5,3,4
2018-03-04 05:45:00,3.02,3.85,61.72,Weekend,Sunday,Light_Load,5,3,4
2018-03-04 06:00:00,3.06,3.85,62.22,Weekend,Sunday,Light_Load,6,3,4
2018-03-04 06:15:00,3.6,5.33,55.97,Weekend,Sunday,Light_Load,6,3,4
2018-03-04 06:30:00,3.42,4.61,59.58,Weekend,Sunday,Light_Load,6,3,4
2018-03-04 06:45:00,3.6,5.0,58.43,Weekend,Sunday,Light_Load,6,3,4
2018-03-04 07:00:00,3.35,4.82,57.07,Weekend,Sunday,Light_Load,7,3,4
2018-03-04 07:15:00,3.02,4.1,59.31,Weekend,Sunday,Light_Load,7,3,4
2018-03-04 07:30:00,3.06,4.25,58.43,Weekend,Sunday,Light_Load,7,3,4
2018-03-04 07:45:00,3.1,4.36,57.95,Weekend,Sunday,Light_Load,7,3,4
2018-03-04 08:00:00,3.06,4.25,58.43,Weekend,Sunday,Light_Load,8,3,4
2018-03-04 08:15:00,3.02,4.21,58.29,Weekend,Sunday,Light_Load,8,3,4
2018-03-04 08:30:00,3.1,4.18,59.57,Weekend,Sunday,Light_Load,8,3,4
2018-03-04 08:45:00,3.1,4.14,59.94,Weekend,Sunday,Light_Load,8,3,4
2018-03-04 09:00:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,9,3,4
2018-03-04 09:15:00,3.35,0.0,100.0,Weekend,Sunday,Light_Load,9,3,4
2018-03-04 09:30:00,3.96,0.0,100.0,Weekend,Sunday,Light_Load,9,3,4
2018-03-04 09:45:00,5.04,0.0,100.0,Weekend,Sunday,Light_Load,9,3,4
2018-03-04 10:00:00,3.85,0.0,100.0,Weekend,Sunday,Light_Load,10,3,4
2018-03-04 10:15:00,3.38,0.0,100.0,Weekend,Sunday,Light_Load,10,3,4
2018-03-04 10:30:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,10,3,4
2018-03-04 10:45:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,10,3,4
2018-03-04 11:00:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,11,3,4
2018-03-04 11:15:00,3.13,0.0,100.0,Weekend,Sunday,Light_Load,11,3,4
2018-03-04 11:30:00,3.24,0.0,100.0,Weekend,Sunday,Light_Load,11,3,4
2018-03-04 11:45:00,3.13,0.0,100.0,Weekend,Sunday,Light_Load,11,3,4
2018-03-04 12:00:00,3.13,0.0,100.0,Weekend,Sunday,Light_Load,12,3,4
2018-03-04 12:15:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,12,3,4
2018-03-04 12:30:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,12,3,4
2018-03-04 12:45:00,3.82,0.0,100.0,Weekend,Sunday,Light_Load,12,3,4
2018-03-04 13:00:00,3.82,0.0,100.0,Weekend,Sunday,Light_Load,13,3,4
2018-03-04 13:15:00,3.24,0.0,100.0,Weekend,Sunday,Light_Load,13,3,4
2018-03-04 13:30:00,3.24,0.0,100.0,Weekend,Sunday,Light_Load,13,3,4
2018-03-04 13:45:00,3.2,0.0,100.0,Weekend,Sunday,Light_Load,13,3,4
2018-03-04 14:00:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,14,3,4
2018-03-04 14:15:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,14,3,4
2018-03-04 14:30:00,3.46,0.0,100.0,Weekend,Sunday,Light_Load,14,3,4
2018-03-04 14:45:00,3.96,0.0,100.0,Weekend,Sunday,Light_Load,14,3,4
2018-03-04 15:00:00,3.42,0.0,100.0,Weekend,Sunday,Light_Load,15,3,4
2018-03-04 15:15:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,15,3,4
2018-03-04 15:30:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,15,3,4
2018-03-04 15:45:00,3.24,0.0,100.0,Weekend,Sunday,Light_Load,15,3,4
2018-03-04 16:00:00,3.92,0.0,100.0,Weekend,Sunday,Light_Load,16,3,4
2018-03-04 16:15:00,3.64,0.0,100.0,Weekend,Sunday,Light_Load,16,3,4
2018-03-04 16:30:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,16,3,4
2018-03-04 16:45:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,16,3,4
2018-03-04 17:00:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,17,3,4
2018-03-04 17:15:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,17,3,4
2018-03-04 17:30:00,3.28,0.0,100.0,Weekend,Sunday,Light_Load,17,3,4
2018-03-04 17:45:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,17,3,4
2018-03-04 18:00:00,3.35,0.0,100.0,Weekend,Sunday,Light_Load,18,3,4
2018-03-04 18:15:00,3.13,0.0,100.0,Weekend,Sunday,Light_Load,18,3,4
2018-03-04 18:30:00,3.13,0.0,100.0,Weekend,Sunday,Light_Load,18,3,4
2018-03-04 18:45:00,3.24,0.0,100.0,Weekend,Sunday,Light_Load,18,3,4
2018-03-04 19:00:00,4.86,0.0,100.0,Weekend,Sunday,Light_Load,19,3,4
2018-03-04 19:15:00,4.14,0.0,100.0,Weekend,Sunday,Light_Load,19,3,4
2018-03-04 19:30:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,19,3,4
2018-03-04 19:45:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,19,3,4
2018-03-04 20:00:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,20,3,4
2018-03-04 20:15:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,20,3,4
2018-03-04 20:30:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,20,3,4
2018-03-04 20:45:00,3.35,0.0,100.0,Weekend,Sunday,Light_Load,20,3,4
2018-03-04 21:00:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,21,3,4
2018-03-04 21:15:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,21,3,4
2018-03-04 21:30:00,3.31,0.0,100.0,Weekend,Sunday,Light_Load,21,3,4
2018-03-04 21:45:00,3.35,0.0,100.0,Weekend,Sunday,Light_Load,21,3,4
2018-03-04 22:00:00,3.74,0.0,100.0,Weekend,Sunday,Light_Load,22,3,4
2018-03-04 22:15:00,3.82,2.12,87.44,Weekend,Sunday,Light_Load,22,3,4
2018-03-04 22:30:00,3.92,5.8,56.0,Weekend,Sunday,Light_Load,22,3,4
2018-03-04 22:45:00,3.13,4.18,59.94,Weekend,Sunday,Light_Load,22,3,4
2018-03-04 23:00:00,3.02,3.89,61.32,Weekend,Sunday,Light_Load,23,3,4
2018-03-04 23:15:00,3.02,3.67,63.54,Weekend,Sunday,Light_Load,23,3,4
2018-03-04 23:30:00,3.06,3.64,64.35,Weekend,Sunday,Light_Load,23,3,4
2018-03-04 23:45:00,3.02,3.71,63.13,Weekend,Sunday,Light_Load,23,3,4
2018-03-04 00:00:00,3.02,3.74,62.82,Weekend,Sunday,Light_Load,0,3,4
2018-03-05 00:15:00,2.99,3.71,62.75,Weekday,Monday,Light_Load,0,3,5
2018-03-05 00:30:00,3.06,3.78,62.92,Weekday,Monday,Light_Load,0,3,5
2018-03-05 00:45:00,3.1,3.74,63.82,Weekday,Monday,Light_Load,0,3,5
2018-03-05 01:00:00,3.02,3.82,62.02,Weekday,Monday,Light_Load,1,3,5
2018-03-05 01:15:00,3.53,4.82,59.09,Weekday,Monday,Light_Load,1,3,5
2018-03-05 01:30:00,3.53,4.82,59.09,Weekday,Monday,Light_Load,1,3,5
2018-03-05 01:45:00,3.67,5.4,56.21,Weekday,Monday,Light_Load,1,3,5
2018-03-05 02:00:00,3.17,4.03,61.83,Weekday,Monday,Light_Load,2,3,5
2018-03-05 02:15:00,3.06,3.89,61.83,Weekday,Monday,Light_Load,2,3,5
2018-03-05 02:30:00,3.02,3.78,62.42,Weekday,Monday,Light_Load,2,3,5
2018-03-05 02:45:00,3.02,3.78,62.42,Weekday,Monday,Light_Load,2,3,5
2018-03-05 03:00:00,3.02,3.78,62.42,Weekday,Monday,Light_Load,3,3,5
2018-03-05 03:15:00,3.02,3.85,61.72,Weekday,Monday,Light_Load,3,3,5
2018-03-05 03:30:00,3.13,4.0,61.63,Weekday,Monday,Light_Load,3,3,5
2018-03-05 03:45:00,3.06,4.03,60.47,Weekday,Monday,Light_Load,3,3,5
2018-03-05 04:00:00,3.1,4.03,60.97,Weekday,Monday,Light_Load,4,3,5
2018-03-05 04:15:00,3.6,4.72,60.64,Weekday,Monday,Light_Load,4,3,5
2018-03-05 04:30:00,3.35,4.57,59.12,Weekday,Monday,Light_Load,4,3,5
2018-03-05 04:45:00,3.13,4.07,60.96,Weekday,Monday,Light_Load,4,3,5
2018-03-05 05:00:00,3.06,4.0,60.76,Weekday,Monday,Light_Load,5,3,5
2018-03-05 05:15:00,3.64,5.22,57.2,Weekday,Monday,Light_Load,5,3,5
2018-03-05 05:30:00,3.13,4.03,61.34,Weekday,Monday,Light_Load,5,3,5
2018-03-05 05:45:00,3.02,3.78,62.42,Weekday,Monday,Light_Load,5,3,5
2018-03-05 06:00:00,3.02,3.78,62.42,Weekday,Monday,Light_Load,6,3,5
2018-03-05 06:15:00,3.1,3.85,62.72,Weekday,Monday,Light_Load,6,3,5
2018-03-05 06:30:00,3.06,3.92,61.53,Weekday,Monday,Light_Load,6,3,5
2018-03-05 06:45:00,3.1,4.14,59.94,Weekday,Monday,Light_Load,6,3,5
2018-03-05 07:00:00,3.13,4.21,59.66,Weekday,Monday,Light_Load,7,3,5
2018-03-05 07:15:00,3.6,5.22,56.77,Weekday,Monday,Light_Load,7,3,5
2018-03-05 07:30:00,3.64,5.44,55.61,Weekday,Monday,Light_Load,7,3,5
2018-03-05 07:45:00,3.85,4.18,67.75,Weekday,Monday,Light_Load,7,3,5
2018-03-05 08:00:00,4.1,3.82,73.16,Weekday,Monday,Light_Load,8,3,5
2018-03-05 08:15:00,41.9,34.67,77.04,Weekday,Monday,Light_Load,8,3,5
2018-03-05 08:30:00,78.23,50.72,83.91,Weekday,Monday,Light_Load,8,3,5
2018-03-05 08:45:00,90.5,55.44,85.27,Weekday,Monday,Light_Load,8,3,5
2018-03-05 09:00:00,56.99,24.66,91.78,Weekday,Monday,Light_Load,9,3,5
2018-03-05 09:15:00,56.88,16.7,95.95,Weekday,Monday,Medium_Load,9,3,5
2018-03-05 09:30:00,50.26,11.7,97.4,Weekday,Monday,Medium_Load,9,3,5
2018-03-05 09:45:00,56.05,21.17,93.55,Weekday,Monday,Medium_Load,9,3,5
2018-03-05 10:00:00,50.29,15.48,95.57,Weekday,Monday,Medium_Load,10,3,5
2018-03-05 10:15:00,63.25,27.36,91.78,Weekday,Monday,Maximum_Load,10,3,5
2018-03-05 10:30:00,78.8,38.48,89.86,Weekday,Monday,Maximum_Load,10,3,5
2018-03-05 10:45:00,115.16,49.46,91.88,Weekday,Monday,Maximum_Load,10,3,5
2018-03-05 11:00:00,88.7,39.42,91.38,Weekday,Monday,Maximum_Load,11,3,5
2018-03-05 11:15:00,118.55,64.33,87.89,Weekday,Monday,Maximum_Load,11,3,5
2018-03-05 11:30:00,68.33,45.94,82.99,Weekday,Monday,Maximum_Load,11,3,5
2018-03-05 11:45:00,69.3,51.48,80.27,Weekday,Monday,Maximum_Load,11,3,5
2018-03-05 12:00:00,88.6,46.08,88.72,Weekday,Monday,Maximum_Load,12,3,5
2018-03-05 12:15:00,10.76,2.74,96.91,Weekday,Monday,Medium_Load,12,3,5
2018-03-05 12:30:00,6.88,0.0,100.0,Weekday,Monday,Medium_Load,12,3,5
2018-03-05 12:45:00,7.56,0.0,100.0,Weekday,Monday,Medium_Load,12,3,5
2018-03-05 13:00:00,7.52,0.0,100.0,Weekday,Monday,Medium_Load,13,3,5
2018-03-05 13:15:00,54.22,12.56,97.42,Weekday,Monday,Maximum_Load,13,3,5
2018-03-05 13:30:00,113.15,36.25,95.23,Weekday,Monday,Maximum_Load,13,3,5
2018-03-05 13:45:00,74.84,21.89,95.98,Weekday,Monday,Maximum_Load,13,3,5
2018-03-05 14:00:00,112.72,40.1,94.22,Weekday,Monday,Maximum_Load,14,3,5
2018-03-05 14:15:00,78.66,20.99,96.62,Weekday,Monday,Maximum_Load,14,3,5
2018-03-05 14:30:00,123.66,47.41,93.37,Weekday,Monday,Maximum_Load,14,3,5
